,item id,item title,attachment id,attachment label,attachment title,attachment type,attachment description,attachment date,attachment contributors,attachment subjects,attachment series,attachment extent,attachment notes,attachment citation,attachment language,attachment identifier,attachment file access,attachment derivative access,attachment md,file id,file access count,file created,file location,file checksum,file mime,file original_filename,file size,file url,file type,media type,storage path,old item id,image id,document id,video id,audio id,generic file id
4630,a_229402,men hurled toghether looking down or at each other,a_229402,BjB45F20_345_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226825,0,2020-08-02 19:32:55.734315+00:00,filestore/94/b2/25/94b225c2fb826fce0ac4cfb3fc383bc2,94b225c2fb826fce0ac4cfb3fc383bc2,image/jpeg,BjB45F20_345_access.jpg,100544,/attachments/229402/content/BjB45F20_345_access.jpg,image,image,94/b2/25/94b225c2fb826fce0ac4cfb3fc383bc2,59017,226825,,,,
4631,a_229409,dog on pool table,a_229409,BjB45F21_352_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226832,0,2020-08-02 19:33:14.312900+00:00,filestore/c0/2b/f9/c02bf9578a5638ae3f7001e07f79fa6b,c02bf9578a5638ae3f7001e07f79fa6b,image/jpeg,BjB45F21_352_access.jpg,108788,/attachments/229409/content/BjB45F21_352_access.jpg,image,image,c0/2b/f9/c02bf9578a5638ae3f7001e07f79fa6b,59023,226832,,,,
4632,a_229430,men dressed as cats,a_229430,BjB45F22_374_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226853,0,2020-08-02 19:34:18.162338+00:00,filestore/e7/b1/a1/e7b1a1e33e06bed31ba77d691324bbbf,e7b1a1e33e06bed31ba77d691324bbbf,image/jpeg,BjB45F22_374_access.jpg,101246,/attachments/229430/content/BjB45F22_374_access.jpg,image,image,e7/b1/a1/e7b1a1e33e06bed31ba77d691324bbbf,59043,226853,,,,
4633,a_229433,person standing near a pool,a_229433,BjB45F23_377_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226856,0,2020-08-02 19:34:27.104035+00:00,filestore/78/89/72/788972fe5ac0ddc3405d796d2ed77a9a,788972fe5ac0ddc3405d796d2ed77a9a,image/jpeg,BjB45F23_377_access.jpg,110736,/attachments/229433/content/BjB45F23_377_access.jpg,image,image,78/89/72/788972fe5ac0ddc3405d796d2ed77a9a,59045,226856,,,,
4634,a_229438,three people in a fake jail,a_229438,BjB45F24_383_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226861,0,2020-08-02 19:34:39.678587+00:00,filestore/06/3e/4b/063e4b7022e9ae32168a9ea256658733,063e4b7022e9ae32168a9ea256658733,image/jpeg,BjB45F24_383_access.jpg,857207,/attachments/229438/content/BjB45F24_383_access.jpg,image,image,06/3e/4b/063e4b7022e9ae32168a9ea256658733,59049,226861,,,,
4635,a_229445,one person holding two plants in each hand while other person speaks into the microphone,a_229445,BjB45F24_390_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226868,0,2020-08-02 19:35:03.053999+00:00,filestore/f4/d1/4f/f4d14fced0f89affb7ab5c2102fdb4e0,f4d14fced0f89affb7ab5c2102fdb4e0,image/jpeg,BjB45F24_390_access.jpg,116024,/attachments/229445/content/BjB45F24_390_access.jpg,image,image,f4/d1/4f/f4d14fced0f89affb7ab5c2102fdb4e0,59055,226868,,,,
4636,a_229457,Performers on stage,a_229457,BjB46F1_002_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226880,0,2020-08-02 19:40:03.706701+00:00,filestore/74/1a/d3/741ad3de2657732bce94f83dc3c49dd7,741ad3de2657732bce94f83dc3c49dd7,image/jpeg,BjB46F1_002_access.jpg,104942,/attachments/229457/content/BjB46F1_002_access.jpg,image,image,74/1a/d3/741ad3de2657732bce94f83dc3c49dd7,59066,226880,,,,
4637,a_229477,Performers on stage,a_229477,BjB46F2_022_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226900,0,2020-08-02 19:40:58.962182+00:00,filestore/31/2f/f8/312ff8a8da05867640c54c9f5a55d116,312ff8a8da05867640c54c9f5a55d116,image/jpeg,BjB46F2_022_access.jpg,98027,/attachments/229477/content/BjB46F2_022_access.jpg,image,image,31/2f/f8/312ff8a8da05867640c54c9f5a55d116,59085,226900,,,,
4638,a_229505,Two people at podium,a_229505,BjB46F4_050_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226928,0,2020-08-02 19:42:02.377452+00:00,filestore/02/89/63/0289637c535ece599bb7eac133f0b380,0289637c535ece599bb7eac133f0b380,image/jpeg,BjB46F4_050_access.jpg,98385,/attachments/229505/content/BjB46F4_050_access.jpg,image,image,02/89/63/0289637c535ece599bb7eac133f0b380,59112,226928,,,,
4639,a_229533,Room with plants and seating,a_229533,BjB46F5_078_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226956,0,2020-08-02 19:43:04.158496+00:00,filestore/f4/85/bc/f485bcbb2bc9cce6031ed242e74b8792,f485bcbb2bc9cce6031ed242e74b8792,image/jpeg,BjB46F5_078_access.jpg,97274,/attachments/229533/content/BjB46F5_078_access.jpg,image,image,f4/85/bc/f485bcbb2bc9cce6031ed242e74b8792,59139,226956,,,,
4640,a_229542,Group posed on stage at event,a_229542,BjB46F6_087_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226965,0,2020-08-02 19:43:24.336885+00:00,filestore/58/f6/37/58f637a87db7b1f2dad4e4ea7ab573b1,58f637a87db7b1f2dad4e4ea7ab573b1,image/jpeg,BjB46F6_087_access.jpg,92920,/attachments/229542/content/BjB46F6_087_access.jpg,image,image,58/f6/37/58f637a87db7b1f2dad4e4ea7ab573b1,59147,226965,,,,
4641,a_229547,Two people hug on a couch on stage,a_229547,BjB46F7_092_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226970,0,2020-08-02 19:43:33.442465+00:00,filestore/38/9e/dc/389edcc3ecf12b0831466d8fc078437a,389edcc3ecf12b0831466d8fc078437a,image/jpeg,BjB46F7_092_access.jpg,93256,/attachments/229547/content/BjB46F7_092_access.jpg,image,image,38/9e/dc/389edcc3ecf12b0831466d8fc078437a,59151,226970,,,,
4642,a_229563,Sons of Apollo members posing for photo,a_229563,BjB46F8_108_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226986,0,2020-08-02 19:44:09.974962+00:00,filestore/f5/00/63/f50063d8142d0d098809d6893fbaa4be,f50063d8142d0d098809d6893fbaa4be,image/jpeg,BjB46F8_108_access.jpg,101214,/attachments/229563/content/BjB46F8_108_access.jpg,image,image,f5/00/63/f50063d8142d0d098809d6893fbaa4be,59166,226986,,,,
4643,a_229565,Group posed for photo,a_229565,BjB46F8_110_access.jpg,,,,,,,,,,,,,1,1,"{'title': [], 'contributor': [], 'series': [], 'extent': [], 'language': [], 'notes': [], 'type': [], 'subject': [], 'identifier': [], 'citation': [], 'description': []}",226988,0,2020-08-02 19:44:13.111790+00:00,filestore/63/13/c5/6313c51e7b47fde18284bfeaa50ae1da,6313c51e7b47fde18284bfeaa50ae1da,image/jpeg,BjB46F8_110_access.jpg,91789,/attachments/229565/content/BjB46F8_110_access.jpg,image,image,63/13/c5/6313c51e7b47fde18284bfeaa50ae1da,59167,226988,,,,
